server port,client port,Q1_IAT,Med_IAT,Min_IAT,Q3_IAT,Max_IAT,Var_IAT,Mean_IAT,Classes
3277,20,0,0.00001,0.000021,0.001989,0.000296,0.031948,0.000044,FTP-DATA
3994,20,0.000001,0.000008,0.000018,0.001477,0.000151,0.032377,0.00003,FTP-DATA
3248,20,0.000001,0.000008,0.000018,0.001825,0.000213,0.032641,0.000045,FTP-DATA
3437,20,0.000001,0.000012,0.000022,0.00193,0.000225,0.032826,0.00005,FTP-DATA
24415,20,0.000065,0.000314,0.001085,0.03077,0.046047,0.121521,0.002723,FTP-DATA
3736,20,0.000002,0.000031,0.00022,0.011127,0.03147,0.033431,0.000237,FTP-DATA
49224,20,0.000028,0.000263,0.000984,0.008197,0.014266,0.027311,0.000156,FTP-DATA
3824,20,0,0.000007,0.000016,0.00101,0.00006,0.031453,0.000023,FTP-DATA
3382,20,0,0.000006,0.000017,0.001043,0.000052,0.032309,0.000023,FTP-DATA
3608,20,0.000001,0.000012,0.000023,0.002072,0.000285,0.094615,0.000073,FTP-DATA
3304,20,0,0.00001,0.000056,0.001944,0.000331,2.667331,0.001102,FTP-DATA
3266,20,0.000001,0.000011,0.000023,0.002116,0.000294,0.031935,0.000049,FTP-DATA
3573,20,0.000001,0.000012,0.000022,0.001996,0.00023,0.033807,0.000053,FTP-DATA
3459,20,0.000001,0.00001,0.000021,0.001678,0.00022,0.0324,0.000039,FTP-DATA
3492,20,0.000001,0.00001,0.000021,0.002087,0.000196,0.031834,0.000053,FTP-DATA
3256,20,0,0.000008,0.000018,0.00133,0.000132,0.031613,0.000034,FTP-DATA
3213,20,0.000001,0.000011,0.000026,0.004591,0.000254,0.034097,0.000118,FTP-DATA
3935,20,0,0.000008,0.000019,0.001366,0.000237,0.035564,0.00003,FTP-DATA
3321,20,0.000001,0.000013,0.000023,0.002372,0.000286,0.03273,0.000062,FTP-DATA
3420,20,0.000001,0.000008,0.000028,0.001433,0.000241,0.032615,0.000035,FTP-DATA
3563,20,0,0.000005,0.000016,0.000872,0.000058,0.03267,0.000019,FTP-DATA
3708,20,0,0.000008,0.00002,0.001513,0.000241,0.032568,0.000033,FTP-DATA
3655,20,0,0.000009,0.000023,0.001251,0.000313,0.033576,0.000017,FTP-DATA
3858,20,0.000001,0.000008,0.00003,0.004639,0.000301,0.032579,0.000117,FTP-DATA
3556,20,0,0.000013,0.000126,0.002714,0.000311,0.033304,0.000069,FTP-DATA
3418,20,0.000001,0.000007,0.000018,0.001065,0.000064,0.033158,0.000026,FTP-DATA
3599,20,0,0.00001,0.000033,0.001981,0.00031,0.036807,0.000042,FTP-DATA
3558,20,0.00003,0.00024,0.001282,0.398674,0.576588,1.635751,0.465337,FTP-DATA
63784,20,0.000001,0.000135,0.00068,0.022459,0.02903,0.08461,0.001431,FTP-DATA
3792,20,0.000001,0.00001,0.000024,0.003143,0.000321,0.032174,0.000078,FTP-DATA
3238,20,0,0.000008,0.000019,0.00117,0.000235,0.032778,0.000017,FTP-DATA
3700,20,0.000001,0.000013,0.000025,0.005111,0.000322,0.034223,0.000133,FTP-DATA
3644,20,0.000001,0.000011,0.000238,0.007191,0.001818,0.033623,0.000172,FTP-DATA
3489,20,0.000001,0.000012,0.000024,0.00197,0.000295,0.032433,0.000048,FTP-DATA
49282,20,0.000001,0.000214,0.000337,0.007803,0.022324,0.023195,0.000127,FTP-DATA
3877,20,0.000001,0.000009,0.000019,0.0017,0.000151,0.03555,0.000045,FTP-DATA
3969,20,0.000001,0.000015,0.000057,0.003472,0.000299,0.033101,0.000079,FTP-DATA
3936,20,0,0.000011,0.000033,0.001359,0.000339,0.032303,0.000018,FTP-DATA
3134,20,0,0.000007,0.00002,0.001137,0.000135,0.032752,0.000029,FTP-DATA
3356,20,0.000001,0.000009,0.000031,0.00224,0.000231,0.033144,0.000058,FTP-DATA
49290,20,0.000001,0.000137,0.000349,0.006675,0.011694,0.022718,0.000118,FTP-DATA
3535,20,0.000001,0.000008,0.000018,0.001634,0.000203,0.106302,0.000055,FTP-DATA
3319,20,0.000001,0.000007,0.000019,0.005832,0.000148,0.216764,0.000618,FTP-DATA
3641,20,0.000001,0.000011,0.000097,0.003584,0.000299,0.042702,0.000101,FTP-DATA
3098,20,0.000001,0.000013,0.000023,0.00306,0.000193,0.032658,0.00008,FTP-DATA
3555,20,0.000001,0.000012,0.000022,0.002006,0.000206,0.031616,0.000049,FTP-DATA
3832,20,0.000001,0.000013,0.000204,0.00846,0.022238,0.031922,0.000195,FTP-DATA
49228,20,0.000009,0.000152,0.000423,0.007774,0.013843,0.026,0.000154,FTP-DATA
3730,20,0,0.000009,0.000024,0.001192,0.000288,0.033333,0.000019,FTP-DATA
3629,20,0.000001,0.000012,0.000024,0.00211,0.000318,0.03536,0.000047,FTP-DATA
49237,20,0.000014,0.000184,0.000345,0.006969,0.011877,0.024303,0.000128,FTP-DATA
3450,20,0.000001,0.000008,0.00002,0.001476,0.000213,0.03548,0.000032,FTP-DATA
3775,20,0.000001,0.000007,0.000021,0.002431,0.000165,0.032238,0.000066,FTP-DATA
35837,20,0.000007,0.000188,0.000245,0.007097,0.016198,0.016659,0.000075,FTP-DATA
3710,20,0,0.00001,0.000026,0.002153,0.000248,0.033019,0.000052,FTP-DATA
3781,20,0.000001,0.000021,0.000232,0.012541,0.031036,0.04796,0.000316,FTP-DATA
3854,20,0.000001,0.00001,0.000025,0.001783,0.000325,0.031648,0.000033,FTP-DATA
3850,20,0,0.000007,0.000016,0.000994,0.000052,0.031476,0.00002,FTP-DATA
3136,20,0,0.000009,0.000028,0.001926,0.000303,0.032791,0.000039,FTP-DATA
3764,20,0,0.00001,0.000019,0.003005,0.000235,0.032362,0.00008,FTP-DATA
3588,20,0.000001,0.000008,0.000019,0.001829,0.00021,0.033647,0.000049,FTP-DATA
3259,20,0,0.000007,0.000018,0.001246,0.000134,0.033561,0.000031,FTP-DATA
3726,20,0.000001,0.000016,0.000026,0.005649,0.000321,0.033024,0.000145,FTP-DATA
2129,20,0.000002,0.000209,0.00036,0.120981,0.34465,0.380715,0.032792,FTP-DATA
3598,20,0,0.000009,0.000023,0.001994,0.000266,0.035517,0.000048,FTP-DATA
3975,20,0.000001,0.000008,0.000017,0.001263,0.000077,0.032319,0.000032,FTP-DATA
35838,20,0,0.000007,0.000028,0.000441,0.000171,0.037076,0.000003,FTP-DATA
3372,20,0.000001,0.000007,0.000019,0.002608,0.000229,0.032955,0.000068,FTP-DATA
3796,20,0,0.000007,0.000018,0.001791,0.000195,0.032282,0.000047,FTP-DATA
15309,20,0.000031,0.000255,0.001431,0.07617,0.132904,0.265413,0.015522,FTP-DATA
63787,20,0,0.000002,0.000017,0.018885,0.000311,0.376331,0.003741,FTP-DATA
3648,20,0.000001,0.00001,0.000023,0.001773,0.000323,0.032723,0.000033,FTP-DATA
3448,20,0.000001,0.00001,0.00002,0.003251,0.000335,0.032701,0.00006,FTP-DATA
3385,20,0,0.000008,0.000017,0.001359,0.000135,0.032963,0.000036,FTP-DATA
3623,20,0.000001,0.00001,0.000019,0.002081,0.000263,0.04033,0.000055,FTP-DATA
3841,20,0,0.000008,0.00002,0.001063,0.000253,0.034794,0.000018,FTP-DATA
3914,20,0,0.000012,0.000079,0.001571,0.000356,2.814172,0.000362,FTP-DATA
3825,20,0,0.000006,0.000016,0.000998,0.000052,0.032449,0.000023,FTP-DATA
5719,20,0.000004,0.000014,0.000345,0.799313,0.58983,5.976137,2.928158,FTP-DATA
3158,20,0,0.00001,0.000031,0.001234,0.000305,0.033553,0.00002,FTP-DATA
3475,20,0,0.000008,0.000022,0.00159,0.000272,0.033303,0.000031,FTP-DATA
3671,20,0,0.000011,0.000038,0.001508,0.000313,0.037609,0.000025,FTP-DATA
49256,20,0.000001,0.000189,0.000432,0.006724,0.011885,0.02249,0.000116,FTP-DATA
3260,20,0,0.000008,0.00002,0.002167,0.000191,0.032599,0.000058,FTP-DATA
3493,20,0,0.000007,0.000022,0.002023,0.000306,0.032775,0.000048,FTP-DATA
23912,20,0.000001,0.00001,0.000306,0.048951,0.001207,0.385205,0.01632,FTP-DATA
3550,20,0,0.000008,0.000021,0.001687,0.000239,0.032277,0.000039,FTP-DATA
3302,20,0.000001,0.000011,0.000059,0.001957,0.000299,0.033786,0.000036,FTP-DATA
3805,20,0.000001,0.000011,0.000021,0.003221,0.000204,0.033893,0.000085,FTP-DATA
63736,20,0.000002,0.000262,0.006989,0.033319,0.067507,0.164309,0.002304,FTP-DATA
3662,20,0,0.00001,0.00002,0.001708,0.000177,0.032445,0.000046,FTP-DATA
3167,20,0,0.000007,0.000019,0.001378,0.000125,0.033875,0.000035,FTP-DATA
3085,20,0,0.00001,0.000026,0.001463,0.000295,2.796085,0.000435,FTP-DATA
3923,20,0,0.000008,0.00002,0.001335,0.0002,0.032781,0.000029,FTP-DATA
3113,20,0.000001,0.000013,0.00003,0.001892,0.000268,0.032506,0.000038,FTP-DATA
3172,20,0,0.000007,0.000018,0.001235,0.00009,0.032219,0.00003,FTP-DATA
3823,20,0,0.000009,0.000022,0.001661,0.000257,0.033439,0.000029,FTP-DATA
3258,20,0.000001,0.000007,0.000018,0.001287,0.000155,0.031873,0.000026,FTP-DATA
3586,20,0.000001,0.000007,0.000017,0.001277,0.000183,0.037042,0.000032,FTP-DATA
3504,20,0.000001,0.000013,0.000025,0.001994,0.000264,0.034219,0.000039,FTP-DATA
3549,20,0.000001,0.000008,0.000018,0.001224,0.000154,0.03214,0.000029,FTP-DATA
3807,20,0,0.000008,0.000021,0.001105,0.000267,0.033224,0.000021,FTP-DATA
3602,20,0.000001,0.000007,0.000019,0.001774,0.00016,0.033314,0.000046,FTP-DATA
34769,20,0.000001,0.000012,0.000281,0.042093,0.013842,1.549611,0.037427,FTP-DATA
3673,20,0,0.000007,0.000018,0.00127,0.000225,0.033578,0.000026,FTP-DATA
3491,20,0.000001,0.000008,0.000019,0.001887,0.000246,0.03298,0.000048,FTP-DATA
49259,20,0.000019,0.000276,0.000469,0.006614,0.011331,0.022595,0.000113,FTP-DATA
3867,20,0,0.000009,0.00002,0.002099,0.0002,0.032209,0.000053,FTP-DATA
3528,20,0,0.000008,0.000019,0.001062,0.000166,0.032026,0.000018,FTP-DATA
3687,20,0.000001,0.000005,0.000016,0.001033,0.00007,0.033431,0.000026,FTP-DATA
3573,20,0.000001,0.000007,0.000018,0.005636,0.000068,0.146473,0.000565,FTP-DATA
3584,20,0,0.000008,0.000022,0.001682,0.000283,0.033956,0.000036,FTP-DATA
3797,20,0.000001,0.000014,0.000182,0.005254,0.000346,0.03299,0.000135,FTP-DATA
3087,20,0.000001,0.000007,0.000017,0.001046,0.000061,0.031593,0.000026,FTP-DATA
49233,20,0.000033,0.000308,0.000648,0.007038,0.012057,0.023856,0.000125,FTP-DATA
3900,20,0,0.000011,0.000039,0.001234,0.000327,0.032298,0.000017,FTP-DATA
3287,20,0,0.000006,0.000017,0.001052,0.000086,0.032222,0.000016,FTP-DATA
3108,20,0,0.000007,0.000018,0.001215,0.00011,0.032386,0.000028,FTP-DATA
3353,20,0,0.000006,0.000017,0.003519,0.000095,2.719096,0.006544,FTP-DATA
3288,20,0.000001,0.000012,0.000142,0.002656,0.000347,0.034831,0.000062,FTP-DATA
3186,20,0,0.000007,0.000017,0.001327,0.00009,0.231036,0.000088,FTP-DATA
3709,20,0,0.000008,0.000024,0.001878,0.000274,0.036585,0.000042,FTP-DATA
3893,20,0.000001,0.000008,0.000017,0.001464,0.000164,0.031792,0.000036,FTP-DATA
3908,20,0,0.000008,0.00002,0.001377,0.00017,0.03138,0.000035,FTP-DATA
3600,20,0.000001,0.000012,0.00002,0.001871,0.000199,0.033283,0.000047,FTP-DATA
3554,20,0.000001,0.000009,0.00002,0.002326,0.00017,0.03212,0.000062,FTP-DATA
3192,20,0,0.000012,0.000078,0.00252,0.000356,0.036283,0.000049,FTP-DATA
49269,20,0.000001,0.000159,0.000533,0.006551,0.011421,0.022163,0.000112,FTP-DATA
3212,20,0.000001,0.000008,0.000019,0.001475,0.000172,0.031075,0.000033,FTP-DATA
3296,20,0.000001,0.000007,0.000017,0.000991,0.000078,0.047366,0.000018,FTP-DATA
3221,20,0.000001,0.00001,0.000022,0.001361,0.000273,0.033214,0.000023,FTP-DATA
2347,20,0,0.000016,0.000314,0.0364,0.004109,2.976017,0.054891,FTP-DATA
3842,20,0,0.00001,0.000028,0.001423,0.000293,0.032992,0.000029,FTP-DATA
3634,20,0,0.00001,0.000031,0.001728,0.000299,0.032023,0.000032,FTP-DATA
3711,20,0.000001,0.000009,0.000023,0.002192,0.000279,0.033266,0.000045,FTP-DATA
3724,20,0,0.000008,0.000023,0.001714,0.000275,0.036357,0.000032,FTP-DATA
3902,20,0.000001,0.000007,0.000017,0.001851,0.000174,0.031555,0.000049,FTP-DATA
3780,20,0.000001,0.000012,0.000266,0.009519,0.020886,0.035134,0.000219,FTP-DATA
3958,20,0.000001,0.000011,0.000022,0.00148,0.00026,0.031826,0.000026,FTP-DATA
24046,20,0.000001,0.000002,0.001203,0.283611,0.383681,2.50637,0.473907,FTP-DATA
3274,20,0,0.000008,0.000022,0.001591,0.000265,0.033166,0.000027,FTP-DATA
3386,20,0.000001,0.000005,0.000016,0.001042,0.00009,0.032324,0.000024,FTP-DATA
63730,20,0,0.00001,0.000145,0.003733,0.000373,0.132479,0.00011,FTP-DATA
3199,20,0,0.000011,0.000022,0.001838,0.000227,0.033224,0.000032,FTP-DATA
3967,20,0.000001,0.00001,0.000021,0.003181,0.000254,0.035093,0.000083,FTP-DATA
3233,20,0,0.000006,0.000017,0.000834,0.000066,0.030904,0.000012,FTP-DATA
3610,20,0.000001,0.000009,0.000019,0.001757,0.000262,0.032359,0.000039,FTP-DATA
15311,20,0.000038,0.000247,0.001201,0.07394,0.131997,0.251851,0.01473,FTP-DATA
3508,20,0,0.000011,0.000032,0.001244,0.000296,0.035401,0.000017,FTP-DATA
3764,20,0.000023,0.000253,0.000917,0.425305,0.513178,2.66335,0.682121,FTP-DATA
3406,20,0.000001,0.000012,0.000021,0.002632,0.000243,0.032494,0.00007,FTP-DATA
3171,20,0.000001,0.00001,0.000028,0.007673,0.000302,2.911834,0.014682,FTP-DATA
3377,20,0,0.000008,0.000018,0.001461,0.000154,0.031758,0.00003,FTP-DATA
3701,20,0,0.00001,0.00004,0.001331,0.000312,0.033309,0.000018,FTP-DATA
3246,20,0.000001,0.000007,0.000018,0.001736,0.0001,0.059302,0.00005,FTP-DATA
3231,20,0,0.000011,0.000036,0.001581,0.00031,0.035358,0.000029,FTP-DATA
3469,20,0,0.000008,0.00002,0.001517,0.000198,0.089696,0.000042,FTP-DATA
3542,20,0,0.000012,0.00009,0.003609,0.000295,0.03355,0.000094,FTP-DATA
3702,20,0.000001,0.000007,0.000019,0.001696,0.000226,0.03466,0.000044,FTP-DATA
49244,20,0.000033,0.000285,0.001097,0.007621,0.013026,0.025594,0.000143,FTP-DATA
3089,20,0.000001,0.000008,0.000018,0.00133,0.000149,0.032972,0.000031,FTP-DATA
3272,20,0,0.000008,0.000019,0.001388,0.000195,0.032418,0.000028,FTP-DATA
3540,20,0,0.000008,0.000026,0.001571,0.000261,0.032684,0.000029,FTP-DATA
3738,20,0.000001,0.000013,0.000294,0.009247,0.019749,0.033696,0.000206,FTP-DATA
3788,20,0.000001,0.00001,0.000019,0.002091,0.000207,0.035293,0.000053,FTP-DATA
3109,20,0,0.00001,0.000029,0.001379,0.000297,0.034018,0.000024,FTP-DATA
3468,20,0,0.000011,0.00008,0.001606,0.000336,0.055489,0.000028,FTP-DATA
3402,20,0,0.000007,0.000018,0.001227,0.000168,0.032564,0.00003,FTP-DATA
3323,20,0.000001,0.000012,0.000193,0.002978,0.000359,0.033322,0.000065,FTP-DATA
3947,20,0,0.000007,0.000018,0.001043,0.000108,0.033239,0.000021,FTP-DATA
3865,20,0,0.00001,0.000019,0.001601,0.000172,0.031685,0.000034,FTP-DATA
3761,20,0.000001,0.000011,0.00002,0.001708,0.000172,0.033013,0.000047,FTP-DATA
3561,20,0.000001,0.000007,0.000019,0.001773,0.000202,0.033285,0.000048,FTP-DATA
3749,20,0.000001,0.000048,0.000306,0.010079,0.026312,0.031841,0.000207,FTP-DATA
3376,20,0,0.000007,0.000017,0.001085,0.000089,0.055441,0.000021,FTP-DATA
3945,20,0.000001,0.00001,0.000022,0.002783,0.000246,0.040081,0.000068,FTP-DATA
3219,20,0.000001,0.00001,0.000023,0.001684,0.000229,0.032511,0.000033,FTP-DATA
3404,20,0.000001,0.00001,0.000022,0.004072,0.000253,0.175636,0.000285,FTP-DATA
49285,20,0.000001,0.000166,0.00035,0.006623,0.01157,0.02254,0.000116,FTP-DATA
3363,20,0.000001,0.000008,0.000018,0.001289,0.000145,0.031181,0.000031,FTP-DATA
3762,20,0.000001,0.00001,0.0001,0.003823,0.000302,0.033091,0.0001,FTP-DATA
52281,20,0,0.000012,0.000188,0.021234,0.000394,2.882119,0.005879,FTP-DATA
3909,20,0,0.000007,0.000018,0.001355,0.000152,0.032799,0.000032,FTP-DATA
3211,20,0.000001,0.000007,0.000019,0.001846,0.000194,0.032878,0.000045,FTP-DATA
3639,20,0,0.00001,0.000029,0.001814,0.000265,0.618481,0.000273,FTP-DATA
3130,20,0,0.000006,0.000017,0.001037,0.000055,0.032157,0.000024,FTP-DATA
3628,20,0,0.000007,0.000017,0.001306,0.000069,0.162685,0.000073,FTP-DATA
49249,20,0.000001,0.00012,0.000242,0.007887,0.013842,0.027041,0.000167,FTP-DATA
49223,20,0.000027,0.000124,0.000316,0.008617,0.014084,0.031556,0.000203,FTP-DATA
3621,20,0.000001,0.000013,0.000023,0.003171,0.000255,0.034547,0.000089,FTP-DATA
2133,20,0,0.000003,0.000205,0.085862,0.001419,0.39311,0.028849,FTP-DATA
3810,20,0,0.00001,0.00003,0.001429,0.000282,0.033211,0.000027,FTP-DATA
3282,20,0,0.000009,0.000024,0.001263,0.000284,0.033338,0.000024,FTP-DATA
3663,20,0.000001,0.000011,0.000019,0.001745,0.000219,0.034087,0.000046,FTP-DATA
3517,20,0,0.000011,0.000062,0.001577,0.000322,0.032204,0.000028,FTP-DATA
3187,20,0,0.000011,0.000122,0.002268,0.000348,0.19954,0.000092,FTP-DATA
3352,20,0,0.00001,0.000032,0.001128,0.000319,0.032113,0.000016,FTP-DATA
3174,20,0,0.000007,0.000019,0.001398,0.000123,0.0342,0.000036,FTP-DATA
3592,20,0,0.000003,0.000016,0.001108,0.000041,0.034024,0.000026,FTP-DATA
3427,20,0.000001,0.000013,0.000022,0.003948,0.000326,0.033961,0.000107,FTP-DATA
3862,20,0.000001,0.000007,0.000017,0.001054,0.000096,0.031622,0.000024,FTP-DATA
3715,20,0,0.00001,0.000031,0.001554,0.000311,0.036322,0.000028,FTP-DATA
3415,20,0,0.000007,0.000019,0.001634,0.000159,0.032559,0.000044,FTP-DATA
51537,20,0.000001,0.000011,0.000298,0.035771,0.020556,0.332291,0.005572,FTP-DATA
3565,20,0,0.000009,0.000022,0.001082,0.000269,0.033392,0.000017,FTP-DATA
3474,20,0,0.000007,0.000018,0.001152,0.000128,0.032808,0.000028,FTP-DATA
3653,20,0,0.000009,0.000023,0.004308,0.000239,0.033089,0.000114,FTP-DATA
3426,20,0.000001,0.000014,0.000029,0.003678,0.000346,0.03155,0.00008,FTP-DATA
3597,20,0,0.000006,0.000016,0.001247,0.000047,0.03486,0.000034,FTP-DATA
3811,20,0,0.000007,0.000017,0.001247,0.000049,0.03286,0.000034,FTP-DATA
3768,20,0.000001,0.000013,0.000025,0.003693,0.000296,0.04032,0.000104,FTP-DATA
3195,20,0,0.000009,0.000019,0.002489,0.000258,0.032662,0.000067,FTP-DATA
3834,20,0.000001,0.000014,0.000185,0.008332,0.016279,0.03247,0.000194,FTP-DATA
3793,20,0,0.000007,0.000018,0.001545,0.000076,0.032587,0.000041,FTP-DATA
3460,20,0,0.000009,0.000021,0.001913,0.000214,0.136135,0.000071,FTP-DATA
3209,20,0,0.000012,0.000048,0.004158,0.000279,0.033961,0.000109,FTP-DATA
3129,20,0.000002,0.000017,0.000178,0.004201,0.000353,0.031087,0.000101,FTP-DATA
3920,20,0.000001,0.000008,0.000019,0.001231,0.000173,0.030489,0.000021,FTP-DATA
5803,20,0.000001,0.000249,0.002587,0.367579,0.551056,2.125859,0.383077,FTP-DATA
3615,20,0,0.000008,0.00002,0.00163,0.000196,0.033999,0.000041,FTP-DATA
3633,20,0,0.000012,0.000087,0.001501,0.000333,0.032155,0.000026,FTP-DATA
3432,20,0,0.00001,0.000027,0.00331,0.000294,0.033786,0.000087,FTP-DATA
3165,20,0,0.00001,0.000037,0.002688,0.000307,2.724118,0.002681,FTP-DATA
3569,20,0.000001,0.00001,0.000019,0.001534,0.00012,0.033606,0.000041,FTP-DATA
3106,20,0.000001,0.000009,0.000018,0.001571,0.000227,0.033648,0.000029,FTP-DATA
3328,20,0,0.000008,0.00002,0.001404,0.000241,0.032303,0.000028,FTP-DATA
3739,20,0.000001,0.00002,0.000394,0.010227,0.023153,0.038611,0.000239,FTP-DATA
3748,20,0.000001,0.000009,0.000334,0.010081,0.02549,0.033437,0.000222,FTP-DATA
34761,20,0,0.000016,0.000311,0.029494,0.014637,1.067422,0.007923,FTP-DATA
3667,20,0,0.000009,0.000035,0.002235,0.000318,0.033773,0.000047,FTP-DATA
3783,20,0.000001,0.000013,0.000029,0.002364,0.000288,0.036239,0.000049,FTP-DATA
49219,20,0.000002,0.000285,0.003799,0.010053,0.020374,0.025256,0.000131,FTP-DATA
25931,20,0,0.000012,0.000027,0.001392,0.000114,0.046988,0.000054,FTP-DATA
3636,20,0.000001,0.000007,0.000017,0.000969,0.000115,0.032689,0.000023,FTP-DATA
3977,20,0.000001,0.000015,0.000029,0.002514,0.00025,0.049317,0.000067,FTP-DATA
3380,20,0.000001,0.000011,0.000021,0.007533,0.000295,0.10264,0.000381,FTP-DATA
63690,20,0,0.000009,0.000029,0.003638,0.000352,0.097425,0.000115,FTP-DATA
3105,20,0.000001,0.000008,0.000023,0.002345,0.00019,0.031005,0.00005,FTP-DATA
3786,20,0.000001,0.000013,0.000028,0.003997,0.000295,0.033088,0.000106,FTP-DATA
3441,20,0.000001,0.000007,0.000018,0.001381,0.000198,0.032671,0.000033,FTP-DATA
3699,20,0.000001,0.000007,0.000017,0.0011,0.000067,0.031924,0.000028,FTP-DATA
63683,20,0.000001,0.000005,0.000036,0.01202,0.000378,0.100285,0.000825,FTP-DATA
3281,20,0.000001,0.000011,0.000055,0.0054,0.000304,0.033596,0.000133,FTP-DATA
3214,20,0,0.000007,0.000017,0.001241,0.000137,0.032719,0.00003,FTP-DATA
3351,20,0.000001,0.000012,0.000025,0.002184,0.000228,0.0415,0.000059,FTP-DATA
3627,20,0.000001,0.000008,0.000018,0.001742,0.000189,0.034305,0.000045,FTP-DATA
63729,20,0.000001,0.000013,0.000246,0.023885,0.033436,0.103374,0.001639,FTP-DATA
3327,20,0,0.000008,0.000021,0.001806,0.000276,0.200289,0.000104,FTP-DATA
3652,20,0,0.00001,0.000021,0.001924,0.00024,0.033925,0.000052,FTP-DATA
3853,20,0.000001,0.000012,0.000171,0.016822,0.000621,2.658286,0.033326,FTP-DATA
3742,20,0.000001,0.000014,0.000322,0.010363,0.027225,0.031939,0.000212,FTP-DATA
3408,20,0,0.00001,0.00004,0.001245,0.00031,0.032266,0.000015,FTP-DATA
3285,20,0,0.00001,0.000033,0.001717,0.000341,0.032072,0.000026,FTP-DATA
3995,20,0.000001,0.000008,0.000019,0.001141,0.000147,0.032656,0.000024,FTP-DATA
3325,20,0.000001,0.000013,0.000109,0.003248,0.000337,0.051995,0.000085,FTP-DATA
3675,20,0.000001,0.000009,0.000022,0.001341,0.000253,0.035231,0.000029,FTP-DATA
25915,20,-0.000001,0.000009,0.000022,0.000916,0.000113,0.047153,0.000031,FTP-DATA
3480,20,0,0.00001,0.000019,0.001455,0.000173,0.034006,0.000039,FTP-DATA
3541,20,0,0.000008,0.00002,0.00146,0.000242,0.032048,0.000032,FTP-DATA
3887,20,0.000001,0.000008,0.000022,0.001887,0.000253,0.030782,0.000034,FTP-DATA
3425,20,0,0.000008,0.00002,0.002085,0.000271,0.066254,0.000055,FTP-DATA
3668,20,0.000001,0.000013,0.000026,0.002646,0.000293,0.033928,0.000065,FTP-DATA
3984,20,0,0.000007,0.000018,0.00128,0.000099,0.03058,0.000032,FTP-DATA
3162,20,0.000001,0.000006,0.000019,0.001071,0.00015,0.034114,0.000024,FTP-DATA
3712,20,0.000001,0.000008,0.000022,0.001956,0.000297,0.032332,0.000039,FTP-DATA
3875,20,0,0.000012,0.00016,0.004423,0.000473,0.032251,0.000105,FTP-DATA
3585,20,0,0.000007,0.000017,0.001256,0.000125,0.037817,0.000033,FTP-DATA
3910,20,0.000001,0.000013,0.000028,0.002046,0.000267,0.031909,0.000046,FTP-DATA
3424,20,0,0.000009,0.000072,0.003857,0.000328,0.033003,0.000095,FTP-DATA
3993,20,0.000001,0.00001,0.000077,0.004077,0.000345,0.031305,0.0001,FTP-DATA
36838,20,0.000001,0.000012,0.000267,0.010848,0.022817,0.048819,0.000311,FTP-DATA
